شناسه_مشترک,جنسیت,سن,ماه_تولد,سابقه_سیم‌کارت_ماه,نسل_اینترنت_همراه,بسته_رومینگ_بین‌الملل,فضای_ابری_اپراتور,بسته_اینترنت_شبانه,سرویس_تماس_VoLTE,سوپراپ_شبکه اجتماعی,سوپراپ_خدمات_مالی,نوع_سیم‌کارت,استفاده_اپلیکیشن_اپراتور,هزینه_ماهیانه_تومان,هزینه_کل_تومان,ریزش
6087,مرد,36,مهر,61,4G,بله,خیر,بله,خیر,خیر,بله,دائمی,بله,10485000,634005000,خیر
6088,مرد,21,خرداد,26,4G,خیر,بله,خیر,خیر,بله,خیر,دائمی,بله,5992500,153562500,خیر
6089,زن,43,آبان,1,4G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,بله,8310000,8310000,بله
6090,زن,40,تیر,1,5G,خیر,بله,خیر,خیر,بله,خیر,اعتباری,بله,13590000,13590000,بله
6091,مرد,49,آذر,68,5G,بله,بله,بله,خیر,بله,بله,دائمی,بله,15487500,1061160000,خیر
6092,مرد,41,شهریور,2,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,13027500,23452500,بله
6093,زن,38,آذر,72,5G,بله,بله,بله,بله,خیر,خیر,دائمی,بله,14137500,1027462500,خیر
6094,زن,30,آذر,71,4G,خیر,خیر,بله,بله,خیر,بله,دائمی,بله,7057500,489540000,خیر
6095,مرد,41,آذر,57,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3082500,187927500,خیر
6096,مرد,49,تیر,4,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,2947500,10132500,خیر
6097,زن,26,خرداد,1,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10530000,10530000,خیر
6098,مرد,41,مهر,72,3G,بله,بله,بله,بله,خیر,بله,دائمی,خیر,12150000,862500000,خیر
6099,مرد,43,مهر,21,4G,بله,خیر,خیر,خیر,بله,بله,دائمی,بله,11385000,232462500,خیر
6100,زن,31,شهریور,71,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3705000,271582500,خیر
6101,زن,33,خرداد,29,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,14857500,442927500,بله
6102,زن,43,آبان,69,5G,بله,خیر,بله,بله,بله,بله,دائمی,خیر,16537500,1120132500,خیر
6103,زن,26,بهمن,64,4G,بله,خیر,بله,بله,بله,بله,دائمی,بله,12750000,822660000,خیر
6104,مرد,44,آذر,16,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2962500,44235000,خیر
6105,زن,29,تیر,4,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3585000,14625000,خیر
6106,زن,53,آذر,52,5G,بله,بله,خیر,بله,بله,بله,دائمی,بله,16687500,887467500,بله
6107,مرد,68,تیر,2,4G,بله,خیر,بله,خیر,خیر,خیر,اعتباری,بله,8265000,17002500,بله
6108,مرد,30,مرداد,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2992500,2992500,خیر
6109,مرد,46,مرداد,18,3G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,3772500,71520000,خیر
6110,زن,31,آبان,2,4G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,8122500,15247500,خیر
6111,زن,52,تیر,19,3G,خیر,بله,خیر,خیر,خیر,بله,اعتباری,بله,8970000,169627500,خیر
6112,زن,25,آبان,40,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,12577500,529837500,خیر
6113,زن,46,فروردین,66,5G,خیر,بله,بله,خیر,بله,بله,دائمی,بله,15735000,1033717500,خیر
6114,مرد,30,مرداد,21,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,11295000,235605000,خیر
6115,مرد,38,آبان,8,4G,خیر,بله,خیر,بله,بله,خیر,اعتباری,بله,9997500,78142500,خیر
6116,زن,28,تیر,72,5G,بله,بله,بله,بله,بله,بله,دائمی,بله,16425000,1178235000,خیر
6117,زن,50,آبان,48,3G,خیر,بله,بله,بله,بله,خیر,دائمی,بله,11077500,537210000,خیر
6118,مرد,30,اسفند,69,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,2895000,217185000,خیر
6119,مرد,47,مرداد,72,5G,بله,بله,بله,بله,بله,بله,دائمی,بله,17730000,1282072500,خیر
6120,زن,36,اردیبهشت,14,4G,خیر,بله,خیر,خیر,خیر,خیر,دائمی,خیر,7717500,109177500,خیر
6121,مرد,39,خرداد,6,4G,خیر,بله,خیر,خیر,بله,خیر,اعتباری,خیر,8917500,53640000,خیر
6122,زن,42,آبان,8,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2925000,23902500,خیر
6123,زن,31,اردیبهشت,17,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2932500,42127500,خیر
6124,مرد,43,اردیبهشت,65,5G,بله,خیر,خیر,بله,خیر,بله,دائمی,خیر,14032500,910387500,خیر
6125,زن,58,فروردین,57,4G,بله,خیر,بله,بله,خیر,خیر,دائمی,بله,8895000,491152500,خیر
6126,مرد,31,خرداد,13,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,15337500,203850000,بله
6127,مرد,54,اسفند,19,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,14385000,266685000,بله
6128,زن,58,مرداد,56,5G,بله,بله,بله,خیر,بله,بله,دائمی,خیر,16470000,916447500,خیر
6129,زن,30,بهمن,14,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,بله,11715000,168360000,خیر
6130,مرد,23,مهر,52,4G,بله,خیر,خیر,خیر,خیر,بله,اعتباری,بله,5985000,303135000,خیر
6131,زن,44,مرداد,58,4G,بله,بله,بله,بله,خیر,خیر,دائمی,بله,9735000,569317500,خیر
6132,زن,33,آبان,47,5G,خیر,بله,خیر,بله,بله,خیر,اعتباری,بله,14257500,675682500,بله
6133,زن,62,آذر,67,3G,خیر,خیر,بله,بله,بله,بله,اعتباری,بله,8010000,536872500,خیر
6134,مرد,40,بهمن,2,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,3735000,7455000,خیر
6135,مرد,30,خرداد,6,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,6705000,41475000,خیر
6136,مرد,26,بهمن,71,5G,بله,بله,بله,بله,بله,بله,دائمی,بله,17100000,1226385000,خیر
6137,زن,53,دی,46,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3037500,133552500,خیر
6138,زن,33,آذر,5,4G,بله,خیر,خیر,بله,خیر,خیر,اعتباری,خیر,8077500,38970000,بله
6139,مرد,41,بهمن,67,5G,بله,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,12577500,838320000,خیر
6140,مرد,51,مهر,3,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3030000,7590000,خیر
6141,زن,34,دی,3,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2992500,8700000,خیر
6142,مرد,39,شهریور,52,5G,بله,خیر,بله,خیر,بله,بله,اعتباری,بله,15630000,835252500,بله
6143,زن,40,شهریور,42,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,7537500,330547500,بله
6144,مرد,48,مرداد,50,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3052500,140842500,خیر
6145,مرد,47,اسفند,23,5G,بله,بله,خیر,خیر,خیر,بله,اعتباری,بله,13500000,303615000,خیر
6146,زن,37,مهر,67,3G,بله,بله,بله,بله,بله,خیر,دائمی,خیر,8130000,543592500,خیر
6147,زن,41,مرداد,25,5G,خیر,بله,بله,خیر,بله,بله,اعتباری,بله,14925000,355357500,بله
6148,زن,36,مرداد,39,5G,بله,بله,خیر,خیر,بله,بله,دائمی,خیر,14865000,581692500,خیر
6149,زن,22,مرداد,69,4G,بله,بله,خیر,بله,خیر,خیر,دائمی,بله,10035000,686685000,خیر
6150,زن,43,خرداد,1,4G,خیر,خیر,خیر,خیر,خیر,خیر,دائمی,خیر,3877500,3877500,خیر
6151,مرد,63,مرداد,32,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,خیر,13657500,430725000,خیر
6152,زن,29,خرداد,9,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10650000,100882500,بله
6153,زن,31,فروردین,16,5G,خیر,بله,بله,خیر,خیر,بله,اعتباری,بله,13980000,236055000,بله
6154,مرد,30,مرداد,60,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3142500,190582500,خیر
6155,زن,49,خرداد,72,5G,خیر,بله,بله,بله,بله,بله,دائمی,بله,16380000,1156717500,خیر
6156,مرد,45,تیر,5,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2902500,18907500,بله
6157,زن,38,اسفند,26,5G,بله,خیر,خیر,خیر,بله,خیر,اعتباری,بله,12870000,329047500,خیر
6158,مرد,29,خرداد,3,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2977500,9682500,بله
6159,مرد,41,دی,2,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,2947500,4680000,خیر
6160,زن,21,اسفند,2,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3075000,5737500,خیر
6161,زن,42,شهریور,36,4G,بله,خیر,بله,بله,بله,بله,دائمی,بله,13447500,502215000,خیر
6162,مرد,50,شهریور,7,5G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,11152500,80040000,خیر
6163,زن,25,مهر,60,4G,خیر,بله,خیر,خیر,بله,بله,دائمی,بله,7417500,436132500,خیر
6164,زن,22,اسفند,19,5G,خیر,بله,خیر,خیر,خیر,بله,اعتباری,بله,13365000,243120000,خیر
6165,مرد,59,آبان,45,4G,بله,خیر,بله,بله,خیر,بله,دائمی,خیر,11272500,522052500,خیر
6166,مرد,33,آبان,4,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10597500,44077500,خیر
6167,زن,54,دی,31,5G,خیر,خیر,بله,بله,بله,بله,اعتباری,بله,15630000,486517500,بله
6168,مرد,38,آذر,47,5G,بله,خیر,بله,خیر,خیر,بله,اعتباری,خیر,13507500,620580000,خیر
6169,مرد,38,خرداد,1,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,بله,11887500,11887500,بله
6170,زن,45,اسفند,1,3G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,6735000,6735000,بله
6171,زن,29,آذر,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2910000,2910000,خیر
6172,زن,42,فروردین,59,5G,خیر,خیر,بله,خیر,خیر,بله,اعتباری,بله,13312500,802297500,خیر
6173,مرد,35,آبان,10,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10515000,98947500,بله
6174,مرد,24,اسفند,35,5G,بله,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,13650000,477075000,خیر
6175,مرد,44,دی,4,4G,خیر,خیر,بله,خیر,خیر,خیر,اعتباری,بله,4447500,17775000,بله
6176,مرد,37,بهمن,32,5G,بله,بله,خیر,خیر,خیر,بله,دائمی,بله,13620000,453577500,خیر
6177,مرد,38,تیر,43,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11677500,504877500,بله
6178,مرد,25,مهر,4,4G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,8145000,29295000,بله
6179,زن,59,مرداد,54,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,2842500,154665000,خیر
6180,زن,51,مهر,11,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,14272500,149647500,بله
6181,زن,52,خرداد,66,5G,بله,خیر,خیر,خیر,بله,بله,دائمی,بله,15360000,970777500,خیر
6182,مرد,36,خرداد,61,5G,خیر,خیر,بله,خیر,بله,بله,دائمی,بله,14985000,936202500,خیر
6183,مرد,19,اردیبهشت,72,4G,بله,بله,بله,بله,بله,بله,دائمی,خیر,13305000,975202500,خیر
6184,مرد,63,خرداد,44,4G,خیر,خیر,بله,بله,بله,بله,دائمی,بله,8145000,347565000,خیر
6185,مرد,39,اردیبهشت,41,3G,خیر,خیر,بله,خیر,خیر,خیر,اعتباری,بله,8355000,335632500,خیر
6186,مرد,31,اردیبهشت,50,5G,بله,خیر,بله,خیر,بله,بله,دائمی,بله,15592500,784695000,خیر
6187,مرد,45,آذر,47,5G,بله,خیر,بله,بله,بله,بله,دائمی,بله,16627500,791370000,بله
6188,مرد,54,دی,8,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3022500,24825000,خیر
6189,مرد,40,تیر,18,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3007500,53775000,خیر
6190,مرد,55,آذر,72,4G,بله,بله,بله,بله,بله,بله,دائمی,بله,13792500,992235000,خیر
6191,مرد,53,آذر,1,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,12075000,12075000,بله
6192,زن,27,تیر,42,4G,خیر,خیر,بله,خیر,خیر,خیر,اعتباری,خیر,8347500,363262500,خیر
6193,زن,32,آذر,18,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11205000,194190000,خیر
6194,زن,51,دی,13,5G,خیر,بله,بله,خیر,بله,بله,دائمی,بله,15622500,194865000,خیر
6195,زن,18,اسفند,68,5G,خیر,بله,خیر,بله,خیر,خیر,دائمی,بله,12547500,860010000,خیر
6196,مرد,38,دی,4,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10830000,45832500,بله
6197,مرد,23,بهمن,69,5G,بله,بله,بله,خیر,بله,بله,دائمی,بله,16507500,1114612500,خیر
6198,مرد,34,مهر,17,3G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,خیر,7725000,135075000,بله
6199,مرد,36,خرداد,25,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3825000,94590000,خیر
6200,مرد,36,اردیبهشت,43,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,13432500,578512500,بله
6201,زن,33,آبان,59,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2925000,183397500,خیر
6202,زن,27,مهر,5,5G,بله,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,12105000,56220000,خیر
6203,مرد,68,فروردین,21,4G,بله,بله,خیر,بله,بله,خیر,دائمی,خیر,11625000,243750000,بله
6204,زن,62,خرداد,69,5G,بله,بله,بله,بله,بله,خیر,دائمی,بله,15765000,1085220000,خیر
6205,مرد,26,اردیبهشت,13,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,3772500,49777500,خیر
6206,مرد,59,دی,42,5G,خیر,بله,بله,خیر,بله,خیر,اعتباری,بله,14287500,593902500,بله
6207,مرد,35,بهمن,52,5G,خیر,بله,خیر,بله,خیر,بله,اعتباری,بله,14347500,763260000,خیر
6208,مرد,42,خرداد,46,5G,بله,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,12750000,595410000,بله
6209,مرد,39,آذر,61,4G,بله,بله,بله,بله,خیر,بله,دائمی,بله,12120000,729127500,خیر
6210,مرد,32,بهمن,29,3G,خیر,خیر,خیر,خیر,خیر,خیر,دائمی,بله,3727500,118207500,خیر
6211,زن,52,تیر,25,4G,خیر,بله,خیر,بله,خیر,خیر,دائمی,بله,8212500,189952500,خیر
6212,زن,42,خرداد,5,5G,خیر,خیر,خیر,بله,بله,خیر,اعتباری,بله,12862500,70642500,بله
6213,مرد,34,مرداد,15,4G,خیر,خیر,بله,خیر,بله,بله,دائمی,خیر,7612500,103230000,خیر
6214,زن,24,بهمن,19,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3022500,58155000,خیر
6215,مرد,29,آذر,44,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3007500,126787500,خیر
6216,زن,20,آبان,6,5G,خیر,بله,خیر,خیر,بله,بله,اعتباری,بله,14737500,84090000,بله
6217,مرد,40,بهمن,58,4G,بله,بله,بله,بله,خیر,خیر,دائمی,خیر,10740000,634537500,خیر
6218,مرد,26,آذر,62,5G,بله,بله,خیر,خیر,خیر,خیر,دائمی,بله,12217500,747457500,خیر
6219,زن,37,دی,70,4G,خیر,بله,بله,بله,بله,بله,دائمی,بله,8760000,616972500,خیر
6220,زن,56,آذر,1,3G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,3855000,3855000,بله
6221,مرد,54,خرداد,10,4G,بله,بله,بله,بله,خیر,بله,دائمی,خیر,8055000,78150000,خیر
6222,مرد,40,خرداد,26,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,2940000,70777500,خیر
6223,مرد,39,مهر,66,5G,خیر,بله,خیر,خیر,خیر,بله,اعتباری,خیر,13410000,896535000,خیر
6224,زن,63,تیر,7,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10350000,76035000,بله
6225,مرد,46,اردیبهشت,51,5G,خیر,بله,خیر,بله,خیر,خیر,دائمی,خیر,12630000,644962500,خیر
6226,مرد,36,اسفند,72,5G,بله,بله,بله,بله,بله,خیر,دائمی,بله,15915000,1132290000,خیر
6227,مرد,23,اسفند,65,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3862500,248212500,خیر
6228,مرد,45,تیر,2,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,6907500,12052500,بله
6229,مرد,50,مهر,70,3G,بله,بله,خیر,بله,خیر,خیر,دائمی,خیر,9742500,682725000,خیر
6230,مرد,32,تیر,72,4G,خیر,بله,بله,بله,بله,بله,دائمی,بله,12817500,934125000,خیر
6231,زن,43,اسفند,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3007500,3007500,خیر
6232,زن,36,مرداد,1,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11460000,11460000,بله
6233,زن,38,دی,5,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,15075000,77100000,بله
6234,مرد,18,اردیبهشت,3,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3105000,8625000,خیر
6235,مرد,37,آبان,58,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3795000,221152500,خیر
6236,مرد,52,آبان,22,3G,بله,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,6007500,132030000,بله
6237,مرد,32,آذر,33,5G,خیر,بله,خیر,خیر,بله,بله,اعتباری,بله,15090000,490537500,خیر
6238,مرد,41,دی,1,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10492500,10492500,بله
6239,مرد,31,مرداد,54,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,11100000,587872500,خیر
6240,مرد,44,شهریور,72,5G,خیر,بله,خیر,خیر,بله,بله,دائمی,بله,14910000,1092855000,خیر
6241,مرد,37,اسفند,1,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,13995000,13995000,بله
6242,مرد,29,اسفند,3,4G,خیر,خیر,بله,خیر,خیر,خیر,اعتباری,بله,7372500,25357500,بله
6243,زن,56,تیر,72,5G,بله,بله,بله,بله,خیر,بله,دائمی,خیر,16117500,1148745000,خیر
6244,زن,51,مهر,72,3G,بله,بله,بله,خیر,بله,بله,دائمی,بله,12540000,893895000,خیر
6245,مرد,33,مهر,54,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,14857500,794355000,خیر
6246,زن,46,اردیبهشت,59,4G,خیر,بله,خیر,بله,بله,بله,دائمی,بله,12015000,703980000,خیر
6247,مرد,46,آبان,54,3G,بله,بله,خیر,خیر,بله,خیر,دائمی,بله,9795000,526935000,خیر
6248,مرد,48,تیر,60,5G,خیر,خیر,بله,خیر,بله,خیر,دائمی,بله,13432500,784680000,خیر
6249,زن,20,مرداد,60,4G,خیر,بله,بله,بله,بله,بله,دائمی,خیر,9120000,540517500,خیر
6250,مرد,52,دی,3,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,11175000,32617500,خیر
6251,زن,33,بهمن,69,5G,بله,خیر,خیر,خیر,بله,بله,دائمی,خیر,14872500,1031302500,خیر
6252,زن,36,آبان,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2887500,2887500,خیر
6253,مرد,72,اسفند,50,4G,بله,خیر,خیر,خیر,بله,خیر,اعتباری,بله,5917500,303202500,خیر
6254,زن,44,مهر,56,4G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,6727500,384742500,خیر
6255,زن,35,دی,60,5G,بله,خیر,خیر,بله,بله,بله,دائمی,بله,14580000,841762500,خیر
6256,مرد,18,اردیبهشت,69,5G,بله,خیر,بله,بله,بله,بله,دائمی,بله,16582500,1141515000,خیر
6257,زن,57,دی,1,4G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,5257500,5257500,بله
6258,زن,24,شهریور,1,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,10950000,10950000,بله
6259,زن,28,اسفند,3,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,2985000,6862500,خیر
6260,مرد,36,اسفند,60,4G,خیر,بله,خیر,بله,بله,بله,دائمی,خیر,11542500,681592500,خیر
6261,زن,57,مرداد,13,4G,خیر,خیر,بله,بله,خیر,خیر,دائمی,خیر,5310000,67560000,خیر
6262,مرد,49,آذر,62,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3067500,194602500,خیر
6263,زن,38,اسفند,45,5G,بله,بله,خیر,خیر,خیر,بله,دائمی,خیر,14512500,666412500,خیر
6264,زن,44,مرداد,25,4G,خیر,خیر,بله,بله,بله,بله,دائمی,خیر,8130000,213472500,خیر
6265,مرد,33,آذر,44,5G,خیر,خیر,بله,بله,بله,بله,دائمی,خیر,15015000,656752500,خیر
6266,زن,42,مهر,2,3G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,6787500,11130000,خیر
6267,مرد,41,شهریور,33,5G,خیر,بله,بله,خیر,خیر,خیر,اعتباری,بله,12577500,407445000,بله
6268,زن,52,مهر,1,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10515000,10515000,بله
6269,زن,52,فروردین,22,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3127500,67597500,خیر
6270,زن,46,آبان,35,4G,خیر,خیر,بله,بله,خیر,خیر,اعتباری,بله,5017500,176377500,خیر
6271,زن,36,اردیبهشت,29,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3030000,83820000,خیر
6272,مرد,49,مرداد,27,5G,بله,خیر,بله,خیر,خیر,خیر,دائمی,بله,12885000,333015000,خیر
6273,مرد,39,مرداد,54,4G,خیر,بله,بله,بله,خیر,خیر,دائمی,بله,9150000,492457500,خیر
6274,زن,27,شهریور,2,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10597500,21352500,بله
6275,مرد,35,اسفند,57,5G,خیر,خیر,خیر,خیر,بله,خیر,دائمی,بله,13035000,740887500,خیر
6276,مرد,41,شهریور,62,3G,بله,بله,بله,بله,خیر,خیر,دائمی,خیر,10410000,635625000,خیر
6277,زن,51,مرداد,15,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3052500,50392500,خیر
6278,مرد,38,مهر,2,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3052500,4980000,بله
